54.618,2.5833
54.619,2.5554
54.62,2.5266
54.621,2.4968
54.622,2.4667
54.623,2.4372
54.624,2.4088
54.625,2.3807
54.626,2.352
54.627,2.3223
54.628,2.2922
54.629,2.2627
54.63,2.2342
54.631,2.2061
54.632,2.1774
54.633,2.1478
54.634,2.1177
54.635,2.0881
54.636,2.0596
54.637,2.0315
54.638,2.0029
54.639,1.9733
54.64,1.9431
54.641,1.9135
54.642,1.8849
54.643,1.857
54.644,1.8286
54.645,1.7989
54.646,1.7684
54.647,1.7385
54.648,1.7101
54.649,1.6828
54.65,1.6549
54.651,1.6248
54.652,1.5928
54.653,1.5618
54.654,1.5356
54.655,1.5173
54.656,1.507
54.657,1.5021
54.658,1.4986
54.659,1.4937
54.66,1.4863
54.661,1.4774
54.662,1.4687
54.663,1.4609
54.664,1.454
54.665,1.4472
54.666,1.4398
54.667,1.4319
54.668,1.4238
54.669,1.4159
54.67,1.4085
54.671,1.4014
54.672,1.3941
54.673,1.3865
54.674,1.3786
54.675,1.3706
54.676,1.363
54.677,1.3557
54.678,1.3486
54.679,1.3412
54.68,1.3333
54.681,1.3252
54.682,1.3173
54.683,1.31
54.684,1.3032
54.685,1.2961
54.686,1.2882
54.687,1.2794
54.688,1.2708
54.689,1.2644
54.69,1.2621
54.691,1.2645
54.692,1.2709
54.693,1.2794
54.694,1.2881
54.695,1.296
54.696,1.3031
54.697,1.3101
54.698,1.3175
54.699,1.3253
54.7,1.3332
54.701,1.341
54.702,1.3484
54.703,1.3557
54.704,1.3632
54.705,1.3708
54.706,1.3786
54.707,1.3862
54.708,1.3938
54.709,1.4013
54.71,1.4088
54.711,1.4163
54.712,1.4239
54.713,1.4316
54.714,1.4393
54.715,1.4469
54.716,1.4544
54.717,1.4617
54.718,1.4691
54.719,1.4768
54.72,1.4849
54.721,1.4929
54.722,1.4999
54.723,1.505
54.724,1.5076
54.725,1.5082
54.726,1.5077
54.727,1.507
54.728,1.5069
54.729,1.5072
54.73,1.5075
54.731,1.5076
54.732,1.5074
54.733,1.5072
54.734,1.5071
54.735,1.5073
54.736,1.5074
54.737,1.5075
54.738,1.5074
54.739,1.5073
54.74,1.5072
54.741,1.5073
54.742,1.5074
54.743,1.5074
54.744,1.5074
54.745,1.5073
54.746,1.5073
54.747,1.5073
54.748,1.5073
54.749,1.5074
54.75,1.5074
54.751,1.5073
54.752,1.5073
54.753,1.5073
54.754,1.5073
54.755,1.5073
54.756,1.5074
54.757,1.5074
54.758,1.5073
54.759,1.5073
54.76,1.5072
54.761,1.5073
54.762,1.5074
54.763,1.5075
54.764,1.5074
54.765,1.5073
54.766,1.5071
54.767,1.5072
54.768,1.5075
54.769,1.5077
54.77,1.5076
54.771,1.507
54.772,1.5066
54.773,1.5071
54.774,1.5097
54.775,1.5148
54.776,1.5219
54.777,1.5302
54.778,1.5386
54.779,1.5464
54.78,1.5538
54.781,1.5611
54.782,1.5686
54.783,1.5765
54.784,1.5843
54.785,1.5919
54.786,1.5992
54.787,1.6065
54.788,1.6138
54.789,1.6213
54.79,1.6288
54.791,1.6361
54.792,1.6431
54.793,1.6501
54.794,1.657
54.795,1.6641
54.796,1.6711
54.797,1.678
54.798,1.6846
54.799,1.6911
54.8,1.6976
54.801,1.7042
54.802,1.7106
54.803,1.7169
54.804,1.723
54.805,1.7289
54.806,1.7348
54.807,1.7407
54.808,1.7465
54.809,1.7522
54.81,1.7576
54.811,1.7628
54.812,1.768
54.813,1.7732
54.814,1.7782
54.815,1.7831
54.816,1.7878
54.817,1.7923
54.818,1.7966
54.819,1.801
54.82,1.8052
54.821,1.8092
54.822,1.813
54.823,1.8166
54.824,1.8202
54.825,1.8236
54.826,1.8269
54.827,1.83
54.828,1.8329
54.829,1.8356
54.83,1.8382
54.831,1.8406
54.832,1.843
54.833,1.8451
54.834,1.8471
54.835,1.8488
54.836,1.8504
54.837,1.8518
54.838,1.8532
54.839,1.8543
54.84,1.8552
54.841,1.8559
54.842,1.8565
54.843,1.857
54.844,1.8573
54.845,1.8574
54.846,1.8573
54.847,1.857
54.848,1.8565
54.849,1.8559
54.85,1.8552
54.851,1.8543
54.852,1.8532
54.853,1.8519
54.854,1.8504
54.855,1.8488
54.856,1.847
54.857,1.8451
54.858,1.843
54.859,1.8407
54.86,1.8382
54.861,1.8356
54.862,1.8329
54.863,1.83
54.864,1.8269
54.865,1.8236
54.866,1.8202
54.867,1.8166
54.868,1.813
54.869,1.8092
54.87,1.8052
54.871,1.801
54.872,1.7967
54.873,1.7922
54.874,1.7877
54.875,1.7831
54.876,1.7783
54.877,1.7732
54.878,1.7681
54.879,1.7628
54.88,1.7575
54.881,1.7521
54.882,1.7465
54.883,1.7408
54.884,1.7349
54.885,1.7289
54.886,1.723
54.887,1.7169
54.888,1.7106
54.889,1.7042
54.89,1.6977
54.891,1.6911
54.892,1.6846
54.893,1.6779
54.894,1.6711
54.895,1.6642
54.896,1.6571
54.897,1.6501
54.898,1.6431
54.899,1.636
54.9,1.6288
54.901,1.6214
54.902,1.6139
54.903,1.6065
54.904,1.5992
54.905,1.5919
54.906,1.5843
54.907,1.5765
54.908,1.5687
54.909,1.5611
54.91,1.5537
54.911,1.5464
54.912,1.5386
54.913,1.5303
54.914,1.522
54.915,1.5148
54.916,1.5097
54.917,1.5071
54.918,1.5066
54.919,1.5071
54.92,1.5076
54.921,1.5077
54.922,1.5074
54.923,1.5071
54.924,1.5071
54.925,1.5073
54.926,1.5075
54.927,1.5075
54.928,1.5073
54.929,1.5072
54.93,1.5072
54.931,1.5073
54.932,1.5074
54.933,1.5074
54.934,1.5073
54.935,1.5072
54.936,1.5073
54.937,1.5074
54.938,1.5074
54.939,1.5074
54.94,1.5073
54.941,1.5073
54.942,1.5073
54.943,1.5074
54.944,1.5074
54.945,1.5074
54.946,1.5073
54.947,1.5073
54.948,1.5073
54.949,1.5074
54.95,1.5074
54.951,1.5073
54.952,1.5073
